Teilnehmer;Anmeldeart_A;Verfahren;Bezugsnummer/LRN;Anlagedatum;Zeit;Zeitpunkt der letzten CUSTAX;Überlassungsdatum;Annahmedatum;Registriernummer/MRN;Weitere Reg.Nr.;EDIFNR;Versendungsland;Art der Vertretung;Vertreter des Anmelders;Vertreter AE EORI;AE Name;Versender CZ EORI;CZ Code;CZ Name;CZ Ländercode;Empfänger CN EORI;CN Code;CN Name;CN Ländercode;Anmelder DT EORI;DT Code;DT Name;DT Ländercode;UstID-DT;Käufer BY Name;BY EORI;Verkäufer SL Name;SL EORI;ZollRechtlicherStatus;Bewilligungsnummer;Gesamtgewicht;Vorst. Abzug;Liefercode;Lieferort;Lieferkey;Geschäftsart;Rechnungsbetrag;Rechnungswährung;Rechnungskurs;Zollstelle;Aufschubart;HZAZoll;KontoZoll;TextZoll;EORIZoll;KennzeichenEigenZoll;ArtEust;HZAEust;KontoEusT;TextEust;EORIEust;KennzeichenEigenEust;Container;Unterlagenzeile;Unterlagenbereich;Unterlagenart;Unterlagennummer;Unterlagendatum;PositionNo;Positionen;Vorausstl. Zollabgabe;Vorausstl. Zollsatzabgabe;Vorausstl. Eustabgabe;Vorausstl. Eustsatzabgabe;Zollwert;AbgabeZoll;AbgabeZollsatz;Eustwert;AbgabeEust;AbgabeEustsatz;AbgabeAntidumping;AbgabeAntidumpingSatz;Status Steuerbescheid;ArtikelCode;Warentarifnummer;Warenzusatz1;Warenzusatz2;Warenbezeichnung;Verfahren;EU Code;Artikelpreis;Statistischerwert;Eust manuell;Ursprung;Präferenzursprungsland;Beguenstigung;Rohmasse;Rohmasseeinheit;Eigenmasse;Eigenmasseeinheit;Positionszusatz;Aussenhandelstatistische Menge;Maßeinheit;AnzahlPackstücke;Packstückart;Packstückbezeichnung;Zusätzliche angaben;SonderAbgabeZoll;SonderAbgabeEust;AbgabeZusatzzölle;SonderAbgabeAntidumping;Verbrauchssteuern;Positionsunterlagenzeile;Unterlagenbereich;Unterlagenart;Unterlagennummer;Unterlagendatum;Nettokurs EAB;DV1Rechnungsbetrag;Währung;DV1UmgerechnerterRechnungsbetrag;Währung;DV1Versicherung;Währung;DV1Luftfrachtkosten;Währung;DV1Frachtkosten;Währung;DV1Materialien;Währung;DV1Provisionen;Währung;Abflughafen Code;Abflughafen Text;Vorpapierart;Vorpapiere Reg.nummer;BEAnteil SumA;BEAnteil ZL;BEAnteil AV;UST-ID Einführer;UST-ID Erwerber;UST-ID Fiskalvertreter;Shipmentnummer;Importstatus;DV1 Nettopreis Kurs; DV1 Luftfrachtkosten LK;DV1 LK Waehrung;DV1 LK prozent.Anteil;DV1 LK Kurs;DV1 Bef.kosten bis Ort des Verbringens;DV1 Befoerderungswaehrung;DV1 Befoerderungskurs;DV1 Lade/Behandlungskosten;DV1 Ladekostenwaehrung;DV1 Versicherungskosten;DV1 Versicherungskostenwaehrung;DV1 Versicherung prozent.Anteil;DV1 Befoerderungskosten nach Ankunft;DV1 Befoerderungskosten n.A. Waehrung;DV1 Befoerderungskosten n.A. Kurs;DV1 Andere Zahlungen;DV1 Andere Zahlungenwaehrung
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;5;6;69,43;2,7;503,23;19;2571,59;69,43;2,7;2648,6;503,23;19;;;5;014.563-201;85122000900;;;hier: Warnleuchten BST-S MD12/24 GELB SET 2XD für KFZ, Artikel: 014.563-201, P/O: 5700170306;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;2567,2;2572;;Taiwan;;100;;;12;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0571407;17.07.2025;;2567,2;EUR;2567,2;EUR;0,33;EUR;;;4,06;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;4,06;EUR;1;;;0,33;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;5;6;69,43;2,7;503,23;19;2571,59;69,43;2,7;2648,6;503,23;19;;;5;014.563-201;85122000900;;;hier: Warnleuchten BST-S MD12/24 GELB SET 2XD für KFZ, Artikel: 014.563-201, P/O: 5700170306;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;2567,2;2572;;Taiwan;;100;;;12;KGM;;;;;;;;;;;;;1;4;N380;X I N - 25070062;08.07.2025;;2567,2;EUR;2567,2;EUR;0,33;EUR;;;4,06;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;4,06;EUR;1;;;0,33;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;6;6;666,33;2,7;4830,1;19;24678,79;666,33;2,7;25421,59;4830,1;19;;;5;014.563-201;85122000900;;;hier: Warnleuchten BST-S MD12/24 GELB SET 2XD für KFZ, Artikel: 014.563-201, P/O: 5700170306;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;24634,5;24679;;Taiwan;;100;;;121;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0571407;17.07.2025;;24634,5;EUR;24634,5;EUR;3,34;EUR;;;40,95;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;40,95;EUR;1;;;3,34;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;6;6;666,33;2,7;4830,1;19;24678,79;666,33;2,7;25421,59;4830,1;19;;;5;014.563-201;85122000900;;;hier: Warnleuchten BST-S MD12/24 GELB SET 2XD für KFZ, Artikel: 014.563-201, P/O: 5700170306;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;24634,5;24679;;Taiwan;;100;;;121;KGM;;;;;;;;;;;;;1;4;N380;X I N - 25070062;08.07.2025;;24634,5;EUR;24634,5;EUR;3,34;EUR;;;40,95;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;40,95;EUR;1;;;3,34;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;6;157,55;2,7;1142,56;19;5835,08;157,55;2,7;6013,49;1142,56;19;;;5;012.160-00;85122000900;;;hier: Warnleuchten für KFZ, Artikel: 012.160-00, P/O: 5700170332;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;5823;5835;;Taiwan;;100;;;33;KGM;;;;31;CT;Adresse;;;;;;;0;4;7HHF;TPE0571407;17.07.2025;;5823;EUR;5823;EUR;0,91;EUR;;;11,17;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;11,17;EUR;1;;;0,91;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;6;157,55;2,7;1142,56;19;5835,08;157,55;2,7;6013,49;1142,56;19;;;5;012.160-00;85122000900;;;hier: Warnleuchten für KFZ, Artikel: 012.160-00, P/O: 5700170332;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;5823;5835;;Taiwan;;100;;;33;KGM;;;;31;CT;Adresse;;;;;;;1;4;N380;X I N - 25070062;08.07.2025;;5823;EUR;5823;EUR;0,91;EUR;;;11,17;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;11,17;EUR;1;;;0,91;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;2;6;197,97;2,7;1436,76;19;7332,3;197,97;2,7;7561,87;1436,76;19;;;5;012.160-051;85122000900;;;hier: Warnleuchten BST-V MD12/24V BLAU 2XDfür KFZ, Artikel: 012.160-051, P/O: 5700170319;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;7314;7332;;Taiwan;;100;;;50;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0571407;17.07.2025;;7314;EUR;7314;EUR;1,38;EUR;;;16,92;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;16,92;EUR;1;;;1,38;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;2;6;197,97;2,7;1436,76;19;7332,3;197,97;2,7;7561,87;1436,76;19;;;5;012.160-051;85122000900;;;hier: Warnleuchten BST-V MD12/24V BLAU 2XDfür KFZ, Artikel: 012.160-051, P/O: 5700170319;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;7314;7332;;Taiwan;;100;;;50;KGM;;;;;;;;;;;;;1;4;N380;X I N - 25070062;08.07.2025;;7314;EUR;7314;EUR;1,38;EUR;;;16,92;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;16,92;EUR;1;;;1,38;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;3;6;60,68;2,7;440,92;19;2247,32;60,68;2,7;2320,64;440,92;19;;;5;012.160-41;85122000900;;;hier: Warnleuchten BST-V MD12/24V BLAU für KFZ, Artikel:012.160-41, P/O: 5700170329;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;2240;2247;;Taiwan;;100;;;20;KGM;;;;;;;;;;;;;0;4;7HHF;TPE0571407;17.07.2025;;2240;EUR;2240;EUR;0,55;EUR;;;6,77;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;6,77;EUR;1;;;0,55;EUR;;;;;;
ZOCE;EZA;IMDC;STPE0571407-HELLA-A;22.09.2025;15:25;23.09.2025 09:50;23.09.2025;23.09.2025;25DE4851ICA02YLSR2;ATC401269280920254851;CUSTAX48510000867380718230925095029;TW;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SUPERIOR UNITED;Superior United Holdings Ltd.;SC;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;Superior United Holdings Ltd.;;IM;;279;J;FOB;Taoyuan;1;11;44716,7;EUR;;DE004851 -- Hamburg;A0000;MS;20123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;30441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;3;6;60,68;2,7;440,92;19;2247,32;60,68;2,7;2320,64;440,92;19;;;5;012.160-41;85122000900;;;hier: Warnleuchten BST-V MD12/24V BLAU für KFZ, Artikel:012.160-41, P/O: 5700170329;4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;2240;2247;;Taiwan;;100;;;20;KGM;;;;;;;;;;;;;1;4;N380;X I N - 25070062;08.07.2025;;2240;EUR;2240;EUR;0,55;EUR;;;6,77;EUR;;;;;;;ATNEU;; 25DE4851I0001IJ9U8 - POS 8;;;;;;;;1;;;;;6,77;EUR;1;;;0,55;EUR;;;;;;
