Teilnehmer;Anmeldeart_A;Verfahren;Bezugsnummer/LRN;Anlagedatum;Zeit;Zeitpunkt der letzten CUSTAX;Überlassungsdatum;Annahmedatum;Registriernummer/MRN;Weitere Reg.Nr.;EDIFNR;Versendungsland;Art der Vertretung;Vertreter des Anmelders;Vertreter AE EORI;AE Name;Versender CZ EORI;CZ Code;CZ Name;CZ Ländercode;Empfänger CN EORI;CN Code;CN Name;CN Ländercode;Anmelder DT EORI;DT Code;DT Name;DT Ländercode;UstID-DT;Käufer BY Name;BY EORI;Verkäufer SL Name;SL EORI;ZollRechtlicherStatus;Bewilligungsnummer;Gesamtgewicht;Vorst. Abzug;Liefercode;Lieferort;Lieferkey;Geschäftsart;Rechnungsbetrag;Rechnungswährung;Rechnungskurs;Zollstelle;Aufschubart;HZAZoll;KontoZoll;TextZoll;EORIZoll;KennzeichenEigenZoll;ArtEust;HZAEust;KontoEusT;TextEust;EORIEust;KennzeichenEigenEust;Container;Unterlagenzeile;Unterlagenbereich;Unterlagenart;Unterlagennummer;Unterlagendatum;PositionNo;Positionen;Vorausstl. Zollabgabe;Vorausstl. Zollsatzabgabe;Vorausstl. Eustabgabe;Vorausstl. Eustsatzabgabe;Zollwert;AbgabeZoll;AbgabeZollsatz;Eustwert;AbgabeEust;AbgabeEustsatz;AbgabeAntidumping;AbgabeAntidumpingSatz;Status Steuerbescheid;ArtikelCode;Warentarifnummer;Warenzusatz1;Warenzusatz2;Warenbezeichnung;Verfahren;EU Code;Artikelpreis;Statistischerwert;Eust manuell;Ursprung;Präferenzursprungsland;Beguenstigung;Rohmasse;Rohmasseeinheit;Eigenmasse;Eigenmasseeinheit;Positionszusatz;Aussenhandelstatistische Menge;Maßeinheit;AnzahlPackstücke;Packstückart;Packstückbezeichnung;Zusätzliche angaben;SonderAbgabeZoll;SonderAbgabeEust;AbgabeZusatzzölle;SonderAbgabeAntidumping;Verbrauchssteuern;Positionsunterlagenzeile;Unterlagenbereich;Unterlagenart;Unterlagennummer;Unterlagendatum;Nettokurs EAB;DV1Rechnungsbetrag;Währung;DV1UmgerechnerterRechnungsbetrag;Währung;DV1Versicherung;Währung;DV1Luftfrachtkosten;Währung;DV1Frachtkosten;Währung;DV1Materialien;Währung;DV1Provisionen;Währung;Abflughafen Code;Abflughafen Text;Vorpapierart;Vorpapiere Reg.nummer;BEAnteil SumA;BEAnteil ZL;BEAnteil AV;UST-ID Einführer;UST-ID Erwerber;UST-ID Fiskalvertreter;Shipmentnummer;Importstatus;DV1 Nettopreis Kurs; DV1 Luftfrachtkosten LK;DV1 LK Waehrung;DV1 LK prozent.Anteil;DV1 LK Kurs;DV1 Bef.kosten bis Ort des Verbringens;DV1 Befoerderungswaehrung;DV1 Befoerderungskurs;DV1 Lade/Behandlungskosten;DV1 Ladekostenwaehrung;DV1 Versicherungskosten;DV1 Versicherungskostenwaehrung;DV1 Versicherung prozent.Anteil;DV1 Befoerderungskosten nach Ankunft;DV1 Befoerderungskosten n.A. Waehrung;DV1 Befoerderungskosten n.A. Kurs;DV1 Andere Zahlungen;DV1 Andere Zahlungenwaehrung
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-06;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-06, 
P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;2;PX;adresse;;;;;;;0;4;7HHF;QRO0047975;22.07.2025;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-06;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-06, 
P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;2;PX;adresse;;;;;;;1;4;N380;38012;07.07.2025;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-06;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-06, 
P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;2;PX;adresse;;;;;;;2;5;Y949;;;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-06;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-06, 
P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;2;PX;adresse;;;;;;;3;5;Y160;;;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;2;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-05;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-05, 
P/O: P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;;;;;;;;;;0;4;7HHF;QRO0047975;22.07.2025;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;2;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-05;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-05, 
P/O: P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;;;;;;;;;;1;4;N380;38012;07.07.2025;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;2;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-05;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-05, 
P/O: P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;;;;;;;;;;2;5;Y949;;;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0047975-HELLA;26.08.2025;11:01;01.09.2025 22:20;01.09.2025;01.09.2025;25DE4851ICA004YDR3;ATC400060680920254851;CUSTAX48510000862892226010925222028;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1651;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;2;2;981,44;2,1;9075,19;19;46735,22;981,44;2,1;47764,16;9075,19;19;;;5;250.425-05;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-05, 
P/O: P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46735;;Mexiko;;100;;;201,1;KGM;;;;;;;;;;;;;3;5;Y160;;;1,1651;54451,2;USD;46735,22;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0002T9EU0 - POS 8;;;;;;;;1,1651;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0048145-HELLA;25.08.2025;10:07;26.08.2025 04:30;26.08.2025;26.08.2025;25DE4851HCA0439XR0;ATC401755110820254851;CUSTAX48510000861421038260825043003;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1726;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;2;975,16;2,1;9017,2;19;46436,3;975,16;2,1;47458,96;9017,2;19;;;5;250.425-06;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-06, 
P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46436;;Mexiko;;100;;;201,1;KGM;;;;2;PX;adresse;;;;;;;0;4;7HHF;QRO0048145;22.07.2025;1,1726;54451,2;USD;46436,3;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0001X3BU9 - POS 7;;;;;;;;1,1726;;;;;;;;;;;;;;;;;
ZOCE;EZA;IMDC;SQRO0048145-HELLA;25.08.2025;10:07;26.08.2025 04:30;26.08.2025;26.08.2025;25DE4851HCA0439XR0;ATC401755110820254851;CUSTAX48510000861421038260825043003;MX;1 - Vertretung im Namen und für Rechnung eines Anderen (direkte Vertretung);1;DE2329875;DSV Air & Sea Germany GmbH;;SIIX EMS MEXICO;SIIX EMS MEXICO S. DE R.L. DE C.V.;MX;DE2393166;HELLA LIPPSTADT;Hella GmbH & Co. KGaA;DE;;;;;;Hella GmbH & Co. KGaA;DE2393166;SIIX EMS MEXICO S. DE R.L. DE C.V.;;IM;;444,3;J;DAP;Hamburg;3;11;108902,4;USD;1,1726;DE004851 -- Hamburg;A0000;MS;020123;Zölle (ohne EGKS-Zölle, Ausgleichs-, Antidumping- und Zusatzzölle, Zölle auf Agrarwaren) (ZOLLEU);DE2393166;E;B0000;MS;030441;Einfuhrumsatzsteuer (EUSt);DE2393166;E;;;;;;;1;2;975,16;2,1;9017,2;19;46436,3;975,16;2,1;47458,96;9017,2;19;;;5;250.425-06;85371098990;;;"hier: 480 Stk. elektr. Steuergerät für LED Scheinwerfer für KFZ 24V, Artikel: 250.425-06, 
P/O: 5500000524";4000 -- Gleichzeitige Überführung in den zoll- und steuerrechtlich freien Verkehr ohne mehrwertsteuerbefreiende Lieferung ohne vorangegangene zollrechtliche Bestimmung.;0;54451,2;46436;;Mexiko;;100;;;201,1;KGM;;;;2;PX;adresse;;;;;;;1;4;N380;38205;11.07.2025;1,1726;54451,2;USD;46436,3;EUR;;;;;;;;;;;;;ATNEU;; 25DE4851H0001X3BU9 - POS 7;;;;;;;;1,1726;;;;;;;;;;;;;;;;;
